,level_0,index,Unnamed: 0,Unnamed: 0.1,FeatureName,FeatureID,teamID,ReviewID,asin,title,Sentence,CS_SS,p/n
678,1218,1218,1498,1498,compression,20,11,3851163,B0043VE26U,Panasonic Lumix DMC-GH2,The JPEG engine is not all that great...The controls are pretty well laid out.,CS,P
679,1221,1221,1923,1923,compression,20,11,6576753,B009B0WREM,Panasonic Lumix DMC-GH3K,"I have not yet tested the WiFi features.Here are the pros and cons of the GH3:Pros:Excellent JPEG EngineIncreased dynamic rangeImproved low light/high ISO performanceMore accurate colorsWider control over contrast, sharpness, saturation, & noise reductionVideo quality exceeds most DSLRsSturdy buildBetter button layoutBetter, larger LCDLonger lasting batteryRobust video codec that does not require a hack for pro editingFast and very accurate auto-focusIn-camera HDR works wellSilent electronic shutter optionSophisticated WiFi featuresCons:Base ISO of 200 is restrictive & frustratingRAW files reveal that true levels of noise are high even at base ISOVery little gains to be had shooting in RAWNo Smooth or Cinema picture stylesConsiderably more expensive than many DSLRsStill photography still inferior to most DSLRsLoss of multi-format sensor could be a complaint for some.My overall impression of the camera is very good, and I will probably be getting rid of the GH2 and finally giving up on the frustrating exercise of trying to get the 'perfect' hack settings out of it.",CS,N
680,1225,1225,1926,1926,compression,20,11,6576788,B009B0WREM,Panasonic Lumix DMC-GH3K,"With the 100-300mm lens fully zoomed, the JPEGs were actually superior to the RAW files, indicating very good NR and sharpening settings.",CS,P
681,1226,1226,1928,1928,compression,20,11,6576788,B009B0WREM,Panasonic Lumix DMC-GH3K,"It also works with still images, but only with the capture set at 8mp JPEG (fine is OK).",CS,P
682,1228,1228,1930,1930,compression,20,11,6576805,B009B0WREM,Panasonic Lumix DMC-GH3K,"This camera has established itself as a true professional video capture device in the right filmmakers hands- it's that GOOD!As for the stills, it does capture very good stills.......the jpeg engine Panasonic uses is not as good as Olympus or the other DSLR's but if you shoot in RAW, the output is the same as the Olympus OMD which is considered one of the best still cameras anywhere.........so the GH3 is a real monster machine that does outstanding video and stills.Get yourself the optional mic and battery grip and you're ready to take on the world.I rarely write glowing reviews like this but after using a Blackmagic Camera, JVC PX 100 and tons of prosumer DSLR's and HDV camcorders, I can honestly say the GH3 video quality is nothing short of amazing.I'd give this camera a 6 star rating if possible- it's awesome!",CS,P
683,1229,1229,2714,2714,compression,20,1,7782525,B00I9GYG8O,Panasonic LUMIX DMC-GH4KBODY,"the GH1/2 were great because of the hacks that gave them high bitrates, panasonic embraced this and gave the GH3 built in high bitrates, they've done it again with the GH4, makes hacks unnecessary.It's still early, and i'll update with more info as it comes.Some tasty highlights:-200mbit 1080 bitrate, no hack needed!-100mbit 4k (the AX100 tops out at 60mbit)-10 bit 4:2:2 uncompressed output, WOW!",CS,N
684,1231,1231,2712,2712,compression,20,1,7782524,B00I9GYG8O,Panasonic LUMIX DMC-GH4KBODY,"You can't go wrong with it... the only disappointment is the 1080p 96fps setting, not very fine in terms of detail (more like upresed 720p as far as I can tell)... seems to be quite compressed and low resolution... so alas, not as good as 1080p60 in terms of image quality.",CS,P
685,1232,1232,2713,2713,compression,20,1,7782524,B00I9GYG8O,Panasonic LUMIX DMC-GH4KBODY,"If you don't need such space eating settings, the AVCHD 1080p60 at 28Mbps is very nice I found, I sometimes like it better than the 1080p60 IPB 50Mbps setting, so the AVCHD compression implementation on GH4 is good, just like on G6.- Also an added feature is to create timelapses in camera... Electronic shutter is very useful there so as not to add to the actual actuations... great feature!4) Ergonomics/Functionality: All seems to work fine, lots of Fn buttons for customization and lots of video oriented features like master pedestal, zebra, histogram, stereo headphone input, timecode, external YAGH attachment, etc.",CS,P
686,1233,1233,2715,2715,compression,20,1,7782538,B00I9GYG8O,Panasonic LUMIX DMC-GH4KBODY,"But the best thing of all on the new camera is the very much improved EVF (electronic viewfinder) which I find to be much closer to an optical viewfinder than anything Panasonic has done before.I've only had the chance to play with the large, Jpeg Fine files since I haven't loaded SilkyPix yet.",CS,P
687,1237,1237,2322,2322,compression,20,11,7664845,B00FY42JYW,Panasonic LUMIX DMC-GM1KS ,"The color balance is very well controlled: many Olympus cameras produced more yellow-tinted jpegs in side by side comparisons (although that can be corrected, with time and effort in RAW editing).",CS,P
688,1240,1240,1001,1001,compression,20,12,5251933,B00604YSNK,Panasonic Lumix DMC-GX1K ,"The only brands I would specifically recommend against are Samsung (between the mediocre non-corrected lenses, slow RAW, and JPEG processing issues its got an APS-C sensor that's not even capable of matching the micro 4/3 cameras), Canon (nothing wrong with their picture quality but its so huge why not just buy a Rebel and be done with it?",CS,N
689,1242,1242,620,620,compression,20,13,5251909,B00604YSNK,Panasonic Lumix DMC-GX1K ,"I was hoping Panny would improve their jpeg engine, but it seems the same.The GX1 does have a nice grip and electronic level, but Panasonic has not improved IQ over the G3 that was released in summer.",CS,P
690,1243,1243,1000,1000,compression,20,12,5251933,B00604YSNK,Panasonic Lumix DMC-GX1K ,"I've blown up pics from the GF1 to 8*10 after cropping them by half and they still look amazing) but the sensor from the GX1 is easily a stop better than the GF1's sensor, and the processor also does a better job processing jpegs than the GF1's,  producing compressed pictures that are punchier but also more lifelike.",CS,P
691,1244,1244,1002,1002,compression,20,12,5251934,B00604YSNK,Panasonic Lumix DMC-GX1K ,Something is seriously wrong there.The JPEGS I've played with all look pretty amazing.,CS,P
692,1246,1246,1004,1004,compression,20,12,5251982,B00604YSNK,Panasonic Lumix DMC-GX1K ,"Has a true rotary dial-AF is as good as mirrorless can get, low light with AF-assist is accurate-LVF-2 support, a proper hi-res color viewfinder-hotshoeThe bad:-huge RAW files with no option for compression-m43 has good primes, but only a few good zooms (most zooms have tiny maximum apertures and fall into the kit lens category)-LCD panel is unresponsive.",CS,P
693,1247,1247,1005,1005,compression,20,12,5251995,B00604YSNK,Panasonic Lumix DMC-GX1K ,MP4 compresses (I believe) the video file better and it's been a breeze to upload videos to our Mac and email.,CS,P
694,1248,1248,1006,1006,compression,20,12,5251995,B00604YSNK,Panasonic Lumix DMC-GX1K ,The colors are wonderful and true.- Too many more to list.Cons- JPEG.,CS,P
695,1249,1249,1574,1574,compression,20,11,5251924,B00604YSNK,Panasonic Lumix DMC-GX1K ,It might even test your assumption that RAW files are superior to JPEGs.,CS,P
696,1250,1250,1575,1575,compression,20,11,5251924,B00604YSNK,Panasonic Lumix DMC-GX1K ,The JPEG output from the camera is most often the best image.The GX1 differs from most other cameras in the Micro Four Thirds platform.,CS,P
697,1251,1251,1576,1576,compression,20,11,5251929,B00604YSNK,Panasonic Lumix DMC-GX1K ,"Still, as I mostly worked with raws(didn't quite like the jpegs), that didn't matter much to me, as it could be adjusted if desired in PP.The feel of the camera is very nice, I like the grip.",CS,P
698,1252,1252,1577,1577,compression,20,11,5251978,B00604YSNK,Panasonic Lumix DMC-GX1K ,"You can shoot raw if that's your thing, but I am quite happy with the jpegs this camera produces after I adjust the settings to my taste.",CS,P
699,1255,1255,2155,2155,compression,20,11,7253299,B00CFCTDMC,Panasonic Lumix DMC-LF1,"I uploaded a video clip, but since smugmug does not support the mt2s format, I had to convert it to mp4 which is much more compressed.",CS,P
700,1256,1256,2158,2158,compression,20,11,7253324,B00CFCTDMC,Panasonic Lumix DMC-LF1,"I love that if I shoot in JPEG, I can later add all the in-camera effects.",CS,P
701,1258,1258,2161,2161,compression,20,11,7253327,B00CFCTDMC,Panasonic Lumix DMC-LF1,Clarity was good and it was easy to ramp up the contrast and colors in PhotoShop.--Good burst in JPEG: I got 25 images at 5fps before the camera slowed.,CS,P
702,1260,1260,2508,2508,compression,20,1,7253308,B00CFCTDMC,Panasonic Lumix DMC-LF1,"As good or better than my LX5.The Jpegs are fairly robust too.Video is good, and you can zoom during record.The stabilized lens works very well.Very nicely thought out lens ring for settings.Configure ability.EVF that is simple to see in bright sunlight, and offers diopter adjustment.",CS,P
703,1261,1261,2509,2509,compression,20,1,7253308,B00CFCTDMC,Panasonic Lumix DMC-LF1,"Seems the lens ring should serve one, and the rear dial the other in that mode.Auto WB in jpeg is off under some conditions (like when under a canopy of green leaves in sunlight).EVF is just a tad smaller than comfortable.Occasionally frustrating experience remembering where some settings are located when going from M to A etc.ISO is not as accessible / logically found, as I would like.",CS,P
704,1262,1262,2512,2512,compression,20,1,7253320,B00CFCTDMC,Panasonic Lumix DMC-LF1,"shutter, aperture, etc  (8) Takes both  JPEG & RAW photos (9) Three inch LCD screen in high resolution (10) Has Electronic Viewfinder with bracketing information (11) Has a powerful 7x zoom Leica lens ---- Cons (1) Not many negatives (2) On/Off button may be too close to the shutter button for some people (3) Electronic Viewfinder is only adequate at 200K dots (4) Control buttons may be too small for some people  ---- Note = This camera is the same as a Leica C112 camera  -  Summary -- a very good camera for the price and small size.",CS,P
705,1264,1264,203,203,compression,20,13,3635166,B003WJR69E,Panasonic Lumix DMC-LX5 ,"Even though this camera has the slightly protruding lens I can still fit it in my pants pockets where the others did not fit.Battery life:  I went 476 shots, shooting jpeg+raw about 85-90%, and the rest in the iA mode, PLUS about 25 short videos (under 1 minute each in length) before the camera died.",CS,N
706,1266,1266,212,212,compression,20,13,3635226,B003WJR69E,Panasonic Lumix DMC-LX5 ,"At 24mm there is a lot of distortion (can be corrected with photoshop) which makes the camera even less suitable for this kind of photography.8) Noise: I don't know if it is my copy, but especially in JPEG mode, dark areas show a lot of noise even at low iso when looking at pixel level.",CS,N
707,1269,1269,704,704,compression,20,12,3635314,B003WJR69E,Panasonic Lumix DMC-LX5 ,"The built in JPEG processor has no idea what to do with this all noise, and turns it into yellow blotches (among other things).",CS,N
